,base,cf,cont,delim,epos,extent,form,gdl,gw,id_text,id_word,label,lang,morph,norm,norm0,pos,scope,sense,state,lemma,id_line
531,bar-us₂,barus,, ,N,,bar-us₂,"[{'v': 'bar', 'id': 'P357170.108.1.0', 'delim': '-'}, {'v': 'us₂', 'id': 'P357170.108.1.1'}]",goad,niektest/P357170,P357170.108.1,r 103,sux,~,,barus,N,,goad,,barus[goad]N,108
532,si₃-k·e,sig,, ,V/t,,si₃-ke-bi,"[{'v': 'si₃', 'id': 'P357170.108.2.0', 'delim': '-'}, {'v': 'ke', 'id': 'P357170.108.2.1'}, {'gloss': 'lang', 'pos': 'pre', 'delim': '-', 'seq': [{'id': 'P357170.108.3', 'lang': 'sux', 'form': 'sag₃-ge', 'gdl': [{'v': 'sag₃', 'id': 'P357170.108.3.0', 'delim': '-'}, {'v': 'ge', 'id': 'P357170.108.3.1'}]}]}, {'v': 'bi', 'id': 'P357170.108.3.2'}]",put,niektest/P357170,P357170.108.2,r 103,sux,"~;ed,bi",,"sig;ed,bi",V/t,,put,,sig[put]V/t,108
533,sag₃,sag,-ge=g.e,,V/t,,sag₃-ge,"[{'v': 'sag₃', 'id': 'P357170.108.3.0', 'delim': '-'}, {'v': 'ge', 'id': 'P357170.108.3.1'}]",beat,niektest/P357170,P357170.108.3,r 103,sux,~;e,,sag;e,V/t,,beat,,sag[beat]V/t,108
534,tag,tag,, ,V/t,,mu-ni-in-tag-a,"[{'v': 'mu', 'id': 'P357170.108.4.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.108.4.1', 'delim': '-'}, {'v': 'in', 'id': 'P357170.108.4.2', 'delim': '-'}, {'v': 'tag', 'id': 'P357170.108.4.3', 'delim': '-'}, {'v': 'a', 'id': 'P357170.108.4.4'}]",touch,niektest/P357170,P357170.108.4,r 103,sux,mu.ni.n:tag;a,mu.ni.n:tag;a,,V/t,,touch,,tag[touch]V/t,108
535,lu₂,lu,, ,N,,lu₂-bi-ir,"[{'v': 'lu₂', 'id': 'P357170.108.5.0', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.108.5.1', 'delim': '-'}, {'v': 'ir', 'id': 'P357170.108.5.2'}]",person,niektest/P357170,P357170.108.5,r 103,sux,",bi.r",",bi.r",,N,,person,,lu[person]N,108
536,,,, ,,,ba-an-ta,"[{'v': 'ba', 'id': 'P357170.108.6.0', 'delim': '-'}, {'v': 'an', 'id': 'P357170.108.6.1', 'delim': '-'}, {'v': 'ta', 'id': 'P357170.108.6.2', 'breakStart': '1', 'o': '[', 'break': 'missing'}]",,niektest/P357170,P357170.108.6,r 103,sux,,,,u,,,,ba-an-ta[NA]NA,108
537,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.108.7.0', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.108.6.2'}]",,niektest/P357170,P357170.108.7,r 103,sux,,,,u,,,,x[NA]NA,108
538,a₂-sag₃,asag,, ,N,,a₂-sag₃,"[{'v': 'a₂', 'id': 'P357170.109.1.0', 'delim': '-'}, {'v': 'sag₃', 'id': 'P357170.109.1.1'}]",demon,niektest/P357170,P357170.109.1,r 104,sux,~,,asag,N,,a-demon,,asag[demon]N,109
539,uru₂,uru,, ,N,,uru₂,"[{'v': 'uru₂', 'id': 'P357170.109.2.0'}]",flood,niektest/P357170,P357170.109.2,r 104,sux,~,,uru,N,,flood-deluge,,uru[flood]N,109
540,gig,gig,, ,V/i,,gig,"[{'v': 'gig', 'id': 'P357170.109.3.0'}]",sick,niektest/P357170,P357170.109.3,r 104,sux,~,,gig,V/i,,(to-be)-sick,,gig[sick]V/i,109
541,gul,gul,, ,V/t,,mu-na-gul-e,"[{'v': 'mu', 'id': 'P357170.109.4.0', 'delim': '-'}, {'v': 'na', 'id': 'P357170.109.4.1', 'delim': '-'}, {'v': 'gul', 'id': 'P357170.109.4.2', 'delim': '-'}, {'v': 'e', 'id': 'P357170.109.4.3'}]",destroy,niektest/P357170,P357170.109.4,r 104,sux,mu.na:~;e,,mu.na:gul;e,V/t,,destroy,,gul[destroy]V/t,109
542,lu₂,lu,, ,N,,lu₂-bi-ir,"[{'v': 'lu₂', 'id': 'P357170.109.5.0', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.109.5.1', 'delim': '-'}, {'v': 'ir', 'id': 'P357170.109.5.2'}]",person,niektest/P357170,P357170.109.5,r 104,sux,",bi.r",",bi.r",,N,,person,,lu[person]N,109
543,,,,,,,ba-an-ta-x,"[{'v': 'ba', 'id': 'P357170.109.6.0', 'delim': '-'}, {'v': 'an', 'id': 'P357170.109.6.1', 'delim': '-'}, {'v': 'ta', 'id': 'P357170.109.6.2', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.109.6.3', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.109.6.3'}]",,niektest/P357170,P357170.109.6,r 104,sux,,,,u,,,,ba-an-ta-x[NA]NA,109
544,{kuš}usan₃,usan,, ,N,,{kuš}usan₃,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'kuš', 'id': 'P357170.110.1.0'}]}, {'v': 'usan₃', 'id': 'P357170.110.1.1'}]",whip,niektest/P357170,P357170.110.1,r 105,sux,~,,usan,N,,whip,,usan[whip]N,110
545,sur₂,sur,, ,V/i,,sur₂-bi,"[{'v': 'sur₂', 'id': 'P357170.110.2.0', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.110.2.1'}]",furious,niektest/P357170,P357170.110.2,r 105,sux,"~;*a,bi",,"sur;*a,bi",V/i,,furious,,sur[furious]V/i,110
546,tag,tag,, ,V/t,,mu-ni-in-tag-a,"[{'v': 'mu', 'id': 'P357170.110.3.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.110.3.1', 'delim': '-'}, {'v': 'in', 'id': 'P357170.110.3.2', 'delim': '-'}, {'v': 'tag', 'id': 'P357170.110.3.3', 'delim': '-'}, {'v': 'a', 'id': 'P357170.110.3.4'}]",touch,niektest/P357170,P357170.110.3,r 105,sux,mu.ni.n:tag;a,mu.ni.n:tag;a,,V/t,,touch,,tag[touch]V/t,110
547,{tug₂}niŋ₂-la₂,niŋla,, ,N,,{tug₂}niŋ₂-la₂,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'tug₂', 'id': 'P357170.110.4.0'}]}, {'v': 'niŋ₂', 'id': 'P357170.110.4.1', 'delim': '-'}, {'v': 'la₂', 'id': 'P357170.110.4.2'}]",clothing,niektest/P357170,P357170.110.4,r 105,sux,~,,niŋla,N,,a-dressing-bandage,,niŋla[clothing]N,110
548,ak,ak,,,V/t,,ba-an-ak,"[{'v': 'ba', 'id': 'P357170.110.5.0', 'delim': '-'}, {'v': 'an', 'id': 'P357170.110.5.1', 'delim': '-'}, {'v': 'ak', 'id': 'P357170.110.5.2'}]",do,niektest/P357170,P357170.110.5,r 105,sux,ba.n:~,,ba.n:ak,V/t,,do,,ak[do]V/t,110
549,,,, ,,,kug-sag₉-ga-gin₇,"[{'v': 'kug', 'id': 'P357170.111.1.0', 'delim': '-'}, {'v': 'sag₉', 'id': 'P357170.111.1.1', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.111.1.2', 'delim': '-'}, {'v': 'gin₇', 'id': 'P357170.111.1.3'}]",,niektest/P357170,P357170.111.1,r 106,sux,,,,X,,,,kug-sag₉-ga-gin₇[NA]NA,111
550,sahar,sahar,, ,N,,sahar,"[{'v': 'sahar', 'id': 'P357170.111.2.0'}]",dust,niektest/P357170,P357170.111.2,r 106,sux,~,,sahar,N,,dust-dirt,,sahar[dust]N,111
551,kug,kug,, ,N,,kug,"[{'v': 'kug', 'id': 'P357170.111.3.0'}]",metal,niektest/P357170,P357170.111.3,r 106,sux,~,,kug,N,,metal-silver,,kug[metal]N,111
552,,,, ,,,mu-un-ta-zalag,"[{'v': 'mu', 'id': 'P357170.111.4.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.111.4.1', 'delim': '-'}, {'v': 'ta', 'id': 'P357170.111.4.2', 'delim': '-'}, {'v': 'zalag', 'id': 'P357170.111.4.3'}]",,niektest/P357170,P357170.111.4,r 106,sux,,,,X,,,,mu-un-ta-zalag[NA]NA,111
553,niŋ₂,niŋ,, ,N,,niŋ₂,"[{'v': 'niŋ₂', 'id': 'P357170.111.5.0'}]",thing,niektest/P357170,P357170.111.5,r 106,sux,~,,niŋ,N,,thing,,niŋ[thing]N,111
554,su-ub,sub,, ,V/t,,su-ub,"[{'v': 'su', 'id': 'P357170.111.6.0', 'delim': '-'}, {'v': 'ub', 'id': 'P357170.111.6.1'}]",rub,niektest/P357170,P357170.111.6,r 106,sux,~,,sub,V/t,,to-rub,,sub[rub]V/t,111
555,ak,ak,,,V/t,,mu-ni-ak,"[{'v': 'mu', 'id': 'P357170.111.7.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.111.7.1', 'delim': '-'}, {'v': 'ak', 'id': 'P357170.111.7.2'}]",do,niektest/P357170,P357170.111.7,r 106,sux,ba.n:~,,ba.n:ak,V/t,,do,,ak[do]V/t,111
556,igi,igi,, ,N,,igi,"[{'v': 'igi', 'id': 'P357170.112.1.0'}]",eye,niektest/P357170,P357170.112.1,r 107,sux,~,,igi,N,,eye,,igi[eye]N,112
557,,,, ,,,hul₂-hul₂-la-na,"[{'v': 'hul₂', 'id': 'P357170.112.2.0', 'delim': '-'}, {'v': 'hul₂', 'id': 'P357170.112.2.1', 'delim': '-'}, {'v': 'la', 'id': 'P357170.112.2.2', 'delim': '-'}, {'v': 'na', 'id': 'P357170.112.2.3'}]",,niektest/P357170,P357170.112.2,r 107,sux,,,,X,,,,hul₂-hul₂-la-na[NA]NA,112
558,bar,bar,, ,V/t,,mu-un-ši-in-bar,"[{'v': 'mu', 'id': 'P357170.112.3.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.112.3.1', 'delim': '-'}, {'v': 'ši', 'id': 'P357170.112.3.2', 'delim': '-'}, {'v': 'in', 'id': 'P357170.112.3.3', 'delim': '-'}, {'v': 'bar', 'id': 'P357170.112.3.4'}]",outside,niektest/P357170,P357170.112.3,r 107,sux,mu.n.ši.n:~,,mu.n.ši.n:bar,V/t,,to-set-aside,,bar[outside]V/t,112
559,nam-til₃,namtil,-la=l.a, ,N,,nam-til₃-la,"[{'v': 'nam', 'id': 'P357170.112.4.0', 'delim': '-'}, {'v': 'til₃', 'id': 'P357170.112.4.1', 'delim': '-'}, {'v': 'la', 'id': 'P357170.112.4.2'}]",life,niektest/P357170,P357170.112.4,r 107,sux,"~,ak",,"namtil,ak",N,,life,,namtil[life]N,112
560,zig₃,zig,,,V/t,,mi-ni-in-zig₃,"[{'v': 'mi', 'id': 'P357170.112.5.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.112.5.1', 'delim': '-'}, {'v': 'in', 'id': 'P357170.112.5.2', 'delim': '-'}, {'v': 'zig₃', 'id': 'P357170.112.5.3', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",rise,niektest/P357170,P357170.112.5,r 107,sux,mu.V.ni.n:~,,mu.V.ni.n:zig,V/t,,rise,,zig[rise]V/t,112
561,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.113.1.0'}]",hand,niektest/P357170,P357170.113.1,r 108,sux,~,,šu,N,,hand,,šu[hand]N,113
562,sag₉,sag,, ,V/i,,sag₉,"[{'v': 'sag₉', 'id': 'P357170.113.2.0'}]",good,niektest/P357170,P357170.113.2,r 108,sux,~,,sag,V/i,,(to-be)-good-sweet-beautiful,,sag[good]V/i,113
563,diŋir,diŋir,-ra=r.a, ,N,,diŋir-ra-na-še₃,"[{'v': 'diŋir', 'id': 'P357170.113.3.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.113.3.1', 'delim': '-'}, {'v': 'na', 'id': 'P357170.113.3.2', 'delim': '-'}, {'v': 'še₃', 'id': 'P357170.113.3.3'}]",deity,niektest/P357170,P357170.113.3,r 108,sux,"~,ani.ak.eše",,"diŋir,ani.ak.eše",N,,deity,,diŋir[deity]N,113
564,gi₄-gi₄,gi,,,V/i,,im-ma-ši-in-gi₄-gi₄,"[{'v': 'im', 'id': 'P357170.113.4.0', 'delim': '-'}, {'v': 'ma', 'id': 'P357170.113.4.1', 'delim': '-'}, {'v': 'ši', 'id': 'P357170.113.4.2', 'delim': '-'}, {'v': 'in', 'id': 'P357170.113.4.3', 'delim': '-'}, {'v': 'gi₄', 'id': 'P357170.113.4.4', 'delim': '-'}, {'v': 'gi₄', 'id': 'P357170.113.4.5'}]",turn,niektest/P357170,P357170.113.4,r 108,sux,Vmma.ši.n:~,,Vmma.ši.n:gi,V/i,,to-turn-return,,gi[turn]V/i,113
565,{d}udug,udug,, ,N,,{d}udug,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.114.1.0'}]}, {'v': 'udug', 'id': 'P357170.114.1.1', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",demon,niektest/P357170,P357170.114.1,r 109,sux,~,,udug,N,,a-demon,,udug[demon]N,114
566,sag₉,sag,-ga=g.a, ,V/i,,sag₉-ga,"[{'v': 'sag₉', 'id': 'P357170.114.2.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.114.2.1'}]",good,niektest/P357170,P357170.114.2,r 109,sux,~;a,,sag;a,V/i,,(to-be)-good-sweet-beautiful,,sag[good]V/i,114
567,{d}lamma,lammar,, ,N,,{d}lamma,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.114.3.0'}]}, {'v': 'lamma', 'id': 'P357170.114.3.1'}]",deity,niektest/P357170,P357170.114.3,r 109,sux,~,,lammar,N,,(female)-tutelary-deity,,lammar[deity]N,114
568,ŋa₂-la,ŋala,, ,N,,ŋa₂-la,"[{'v': 'ŋa₂', 'id': 'P357170.114.4.0', 'delim': '-'}, {'v': 'la', 'id': 'P357170.114.4.1'}]",cvne,niektest/P357170,P357170.114.4,r 109,sux,~,,ŋala,N,,(compound-verb-nominal-element),,ŋala[cvne]N,114
569,dag,dag,-ge=g.e, ,V/i,,nu-dag-ge,"[{'v': 'nu', 'id': 'P357170.114.5.0', 'delim': '-'}, {'v': 'dag', 'id': 'P357170.114.5.1', 'delim': '-'}, {'v': 'ge', 'id': 'P357170.114.5.2'}]",roam-around,niektest/P357170,P357170.114.5,r 109,sux,nu:~;e,,nu:dag;e,V/i,,to-roam-around,,dag[roam-around]V/i,114
570,saŋ,saŋ,-ŋa₂=ŋ.a, ,N,,saŋ-ŋa₂-na,"[{'v': 'saŋ', 'id': 'P357170.114.6.0', 'delim': '-'}, {'v': 'ŋa₂', 'id': 'P357170.114.6.1', 'delim': '-'}, {'v': 'na', 'id': 'P357170.114.6.2'}]",head,niektest/P357170,P357170.114.6,r 109,sux,"~,ani.ak",,"saŋ,ani.ak",N,,head,,saŋ[head]N,114
571,tuku,tuku,,,V/t,,bi₂-in-tuku,"[{'v': 'bi₂', 'id': 'P357170.114.7.0', 'delim': '-'}, {'v': 'in', 'id': 'P357170.114.7.1', 'delim': '-'}, {'v': 'tuku', 'id': 'P357170.114.7.2', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",acquire,niektest/P357170,P357170.114.7,r 109,sux,ba.i.n:~,,ba.i.n:tuku,V/t,,to-have,,tuku[acquire]V/t,114
572,{d}lamma,lammar,, ,N,,{d}lamma,"[{'det': 'semantic', 'pos': 'pre', 'seq': [{'v': 'd', 'id': 'P357170.115.1.0'}]}, {'v': 'lamma', 'id': 'P357170.115.1.1', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",deity,niektest/P357170,P357170.115.1,r 110,sux,~,,lammar,N,,(female)-tutelary-deity,,lammar[deity]N,115
573,niŋ₂,niŋ,, ,N,,niŋ₂,"[{'v': 'niŋ₂', 'id': 'P357170.115.2.0'}]",thing,niektest/P357170,P357170.115.2,r 110,sux,~,,niŋ,N,,thing,,niŋ[thing]N,115
574,gin₆,gin,-na=n.a, ,V/i,,gi-na,"[{'v': 'gi', 'id': 'P357170.115.3.0', 'delim': '-'}, {'v': 'na', 'id': 'P357170.115.3.1'}]",firm,niektest/P357170,P357170.115.3,r 110,sux,mu.a.n:~;a,,mu.a.n:gin;a,V/i,,firm,,gin[firm]V/i,115
575,,,, ,,,mu-un-na-an-tah,"[{'v': 'mu', 'id': 'P357170.115.4.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.115.4.1', 'delim': '-'}, {'v': 'na', 'id': 'P357170.115.4.2', 'delim': '-'}, {'v': 'an', 'id': 'P357170.115.4.3', 'delim': '-'}, {'v': 'tah', 'id': 'P357170.115.4.4'}]",,niektest/P357170,P357170.115.4,r 110,sux,,,,X,,,,mu-un-na-an-tah[NA]NA,115
576,ur-mah,urmah,, ,N,,ur-mah,"[{'v': 'ur', 'id': 'P357170.115.5.0', 'delim': '-'}, {'v': 'mah', 'id': 'P357170.115.5.1'}]",lion,niektest/P357170,P357170.115.5,r 110,sux,~,,urmah,N,,lion,,urmah[lion]N,115
577,mur₁₀,mur,,,V/t,,mu-ni-mur₁₀,"[{'v': 'mu', 'id': 'P357170.115.6.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.115.6.1', 'delim': '-'}, {'v': 'mur₁₀', 'id': 'P357170.115.6.2'}]",dress,niektest/P357170,P357170.115.6,r 110,sux,mu.ni:~,,mu.ni:mur,V/t,,dress,,mur[dress]V/t,115
578,šag₄-tur₃,šagtur,, ,N,,šag₄-tur₃-ra-na,"[{'v': 'šag₄', 'id': 'P357170.116.1.0', 'delim': '-'}, {'v': 'tur₃', 'id': 'P357170.116.1.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.116.1.2', 'delim': '-'}, {'v': 'na', 'id': 'P357170.116.1.3'}]",womb,niektest/P357170,P357170.116.1,r 111,sux,"~,ani.ak",,"šagtur,ani.ak",N,,womb,,šagtur[womb]N,116
579,nam,nam,, ,M,,nam,"[{'v': 'nam', 'id': 'P357170.116.2.0'}]",fate,niektest/P357170,P357170.116.2,r 111,sux,~,,nam,N,,fate-destiny,,nam[fate]N,116
580,tar,tar,, ,V/t,,im-mi-in-tar,"[{'v': 'im', 'id': 'P357170.116.3.0', 'delim': '-'}, {'v': 'mi', 'id': 'P357170.116.3.1', 'delim': '-'}, {'v': 'in', 'id': 'P357170.116.3.2', 'delim': '-'}, {'v': 'tar', 'id': 'P357170.116.3.3'}]",cut,niektest/P357170,P357170.116.3,r 111,sux,Vmma.i.n:~,,Vmma.i.n:tar,V/t,,to-cut-down,,tar[cut]V/t,116
581,ibila,ibila,, ,N,,ibila,"[{'v': 'ibila', 'id': 'P357170.116.4.0'}]",heir,niektest/P357170,P357170.116.4,r 111,sux,~,,ibila,N,,heir,,ibila[heir]N,116
582,sig₁₀,sig,,,V/t,,mu-na-an-sig₁₀-ga,"[{'v': 'mu', 'id': 'P357170.116.5.0', 'delim': '-'}, {'v': 'na', 'id': 'P357170.116.5.1', 'delim': '-'}, {'v': 'an', 'id': 'P357170.116.5.2', 'delim': '-'}, {'v': 'sig₁₀', 'id': 'P357170.116.5.3', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.116.5.4'}]",put,niektest/P357170,P357170.116.5,r 111,sux,mu.na.n:~;a,,mu.na.n:sig;a,V/t,,put,,sig[put]V/t,116
583,dam,dam,, ,N,,dam,"[{'v': 'dam', 'id': 'P357170.117.1.0'}]",spouse,niektest/P357170,P357170.117.1,r 112,sux,~,,dam,N,,spouse,,dam[spouse]N,117
584,šum₂,šum,, ,V/t,,mu-un-ne-šum₂,"[{'v': 'mu', 'id': 'P357170.117.2.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.117.2.1', 'delim': '-'}, {'v': 'ne', 'id': 'P357170.117.2.2', 'delim': '-'}, {'v': 'šum₂', 'id': 'P357170.117.2.3'}]",give,niektest/P357170,P357170.117.2,r 112,sux,mu.ne:~,,mu.ne:šum,V/t,,to-give,,šum[give]V/t,117
585,dumu,dumu,, ,N,,dumu,"[{'v': 'dumu', 'id': 'P357170.117.3.0'}]",child,niektest/P357170,P357170.117.3,r 112,sux,~,,dumu,N,,child,,dumu[child]N,117
586,tu-ud,utud,, ,V/t,,mu-un-ši-tu-ud,"[{'v': 'mu', 'id': 'P357170.117.4.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.117.4.1', 'delim': '-'}, {'v': 'ši', 'id': 'P357170.117.4.2', 'delim': '-'}, {'v': 'tu', 'id': 'P357170.117.4.3', 'delim': '-'}, {'v': 'ud', 'id': 'P357170.117.4.4'}]",bear,niektest/P357170,P357170.117.4,r 112,sux,mu.n.ši:~,,mu.n.ši:utud,V/t,,bear,,utud[bear]V/t,117
587,hul₂-hul₂,hul,-la=l.a, ,N,,hul₂-hul₂-la,"[{'v': 'hul₂', 'id': 'P357170.117.5.0', 'delim': '-'}, {'v': 'hul₂', 'id': 'P357170.117.5.1', 'delim': '-'}, {'v': 'la', 'id': 'P357170.117.5.2'}]",rejoice,niektest/P357170,P357170.117.5,r 112,sux,~;a,,hul;a,V/i,,joy-rejoicing,,hul[rejoice]V/i,117
588,gub,gub,,,V/i,,bi₂-in-gub,"[{'v': 'bi₂', 'id': 'P357170.117.6.0', 'delim': '-'}, {'v': 'in', 'id': 'P357170.117.6.1', 'delim': '-'}, {'v': 'gub', 'id': 'P357170.117.6.2'}]",stand,niektest/P357170,P357170.117.6,r 112,sux,ba.i.n:~,,ba.i.n:gub,V/i,,to-stand,,gub[stand]V/i,117
589,geme₂,geme,, ,N,,geme₂,"[{'v': 'geme₂', 'id': 'P357170.118.1.0'}]",worker,niektest/P357170,P357170.118.1,r 113,sux,~,,geme,N,,female-worker,,geme[worker]N,118
590,dumu,dumu,, ,N,,dumu-ni,"[{'v': 'dumu', 'id': 'P357170.118.2.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.118.2.1'}]",child,niektest/P357170,P357170.118.2,r 113,sux,"~,ani",,"dumu,ani",N,,child,,dumu[child]N,118
591,ŋiri₃,ŋiri,, ,N,,ŋiri₃-ni-še₃,"[{'v': 'ŋiri₃', 'id': 'P357170.118.3.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.118.3.1', 'delim': '-'}, {'v': 'še₃', 'id': 'P357170.118.3.2'}]",foot,niektest/P357170,P357170.118.3,r 113,sux,"~,ani.eše",,"ŋiri,ani.eše",N,,foot,,ŋiri[foot]N,118
592,sig₉,sig,, ,V/t,,im-sig₉,"[{'v': 'im', 'id': 'P357170.118.4.0', 'delim': '-'}, {'v': 'sig₉', 'id': 'P357170.118.4.1'}]",put,niektest/P357170,P357170.118.4,r 113,sux,im:~,,im:sig,V/t,,put,,sig[put]V/t,118
593,tur₃,tur,, ,N,,tur₃,"[{'v': 'tur₃', 'id': 'P357170.118.5.0'}]",stall,niektest/P357170,P357170.118.5,r 113,sux,~,,tur,N,,animal-stall,,tur[stall]N,118
594,amaš,amaš,, ,N,,amaš,"[{'v': 'amaš', 'id': 'P357170.118.6.0'}]",sheepfold,niektest/P357170,P357170.118.6,r 113,sux,~,,amaš,N,,sheepfold,,amaš[sheepfold]N,118
595,daŋal,daŋal,,,V/i,,mu-ni-daŋal,"[{'v': 'mu', 'id': 'P357170.118.7.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.118.7.1', 'delim': '-'}, {'v': 'daŋal', 'id': 'P357170.118.7.2'}]",wide,niektest/P357170,P357170.118.7,r 113,sux,mu.ni:~,,mu.ni:daŋal,V/i,,wide,,daŋal[wide]V/i,118
596,ab-sin₂,absin,, ,N,,ab-sin₂,"[{'v': 'ab', 'id': 'P357170.119.1.0', 'delim': '-'}, {'v': 'sin₂', 'id': 'P357170.119.1.1'}]",furrow,niektest/P357170,P357170.119.1,r 114,sux,~,,absin,N,,furrow,,absin[furrow]N,119
597,ŋal₂,ŋal,, ,N,,ŋal₂,"[{'v': 'ŋal₂', 'id': 'P357170.119.2.0'}]",cvne,niektest/P357170,P357170.119.2,r 114,sux,~,,ŋal,N,,(compound-verb-nominal-element),,ŋal[cvne]N,119
598,taka₄,taka,, ,V/t,,tak₄-a,"[{'v': 'tak₄', 'id': 'P357170.119.3.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.119.3.1'}]",cvve,niektest/P357170,P357170.119.3,r 114,sux,~;a,,taka;a,V/t,,cvve,,taka[cvve]V/t,119
599,šum₂,šum,, ,V/t,,mu-un-na-an-šum₂,"[{'v': 'mu', 'id': 'P357170.119.4.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.119.4.1', 'delim': '-'}, {'v': 'na', 'id': 'P357170.119.4.2', 'delim': '-'}, {'v': 'an', 'id': 'P357170.119.4.3', 'delim': '-'}, {'v': 'šum₂', 'id': 'P357170.119.4.4'}]",give,niektest/P357170,P357170.119.4,r 114,sux,mu.na.n:~,,mu.na.n:šum,V/t,,to-give,,šum[give]V/t,119
600,nam,nam,, ,M,,nam,"[{'v': 'nam', 'id': 'P357170.119.5.0'}]",fate,niektest/P357170,P357170.119.5,r 114,sux,~,,nam,N,,fate-destiny,,nam[fate]N,119
601,dug₃,dug,, ,V/i,,dug₃,"[{'v': 'dug₃', 'id': 'P357170.119.6.0'}]",good,niektest/P357170,P357170.119.6,r 114,sux,~,,dug,V/i,,(to-be)-sweet,,dug[good]V/i,119
602,tar,tar,,,V/t,,mu-ni-in-tar,"[{'v': 'mu', 'id': 'P357170.119.7.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.119.7.1', 'delim': '-'}, {'v': 'in', 'id': 'P357170.119.7.2', 'delim': '-'}, {'v': 'tar', 'id': 'P357170.119.7.3'}]",cut,niektest/P357170,P357170.119.7,r 114,sux,mu.ni.n:~,,mu.ni.n:tar,V/t,,to-cut-down,,tar[cut]V/t,119
603,igi,igi,, ,N,,igi,"[{'v': 'igi', 'id': 'P357170.120.1.0'}]",eye,niektest/P357170,P357170.120.1,r 115,sux,~,,igi,N,,eye,,igi[eye]N,120
604,hul,hulu,, ,V/i,,hul,"[{'v': 'hul', 'id': 'P357170.120.2.0'}]",bad,niektest/P357170,P357170.120.2,r 115,sux,~,,hulu,V/i,,(to-be)-bad-evil,,hulu[bad]V/i,120
605,ŋal₂,ŋal,, ,V/i,,ŋal₂,"[{'v': 'ŋal₂', 'id': 'P357170.120.3.0'}]",be,niektest/P357170,P357170.120.3,r 115,sux,~,,ŋal,V/i,,be,,ŋal[be]V/i,120
606,inim,inim,, ,N,,inim,"[{'v': 'inim', 'id': 'P357170.120.4.0'}]",word,niektest/P357170,P357170.120.4,r 115,sux,~,,inim,N,,word,,inim[word]N,120
607,ŋar,ŋar,, ,V/t,,ŋar,"[{'v': 'ŋar', 'id': 'P357170.120.5.0'}]",place,niektest/P357170,P357170.120.5,r 115,sux,~,,ŋar,V/t,,place,,ŋar[place]V/t,120
608,hul,hulu,, ,V/i,,hul,"[{'v': 'hul', 'id': 'P357170.120.6.0'}]",bad,niektest/P357170,P357170.120.6,r 115,sux,~,,hulu,V/i,,(to-be)-bad-evil,,hulu[bad]V/i,120
609,dim₂-ma,dimma,, ,N,,dim₂-ma,"[{'v': 'dim₂', 'id': 'P357170.120.7.0', 'delim': '-'}, {'v': 'ma', 'id': 'P357170.120.7.1'}]",thought,niektest/P357170,P357170.120.7,r 115,sux,~,,dimma,N,,thought-planning,,dimma[thought]N,120
